Lake Water Quality Report - 1950 to 2020,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type,,,,,,,,
9/10/2009,Air: 75 degrees- water: 74. Sunny w/ light SE wind. Six days of beautiful weather with a forecast for more of the same. No recent rain and conditions are very dry with the lake level continuing to drop.,,,,,,,,,,,,,,,
9/24/2009,Air: 71 degrees- water; 74. Sunshine w/ SW breeze. Beautiful summer-like day. Lake level continues to drop. Loon chick has grown to near adult size. At least one adult loon remains on the lake.,,,,,,,,,,,,,,,
10/20/2009,Air: 48 degrees. Some sunshine after a cloudy morning. October has seen record setting cold and the approaching clouds on the horizon may be bringing more of that cold. A young chick remains on the lake though there is no sign of the adults who are probably now on their way south.,,,,,,,,,,,,,,,
5/10/2010,Air: 51 degrees- water:57. Hazy sunshine w/10+mph SE wind. Two loons on the lake. Spring finally shows some signs of arriving to the northwoods.,,,,,,,,,,,,,,,
5/17/2010,Air:58 degrees. Sunshine w/ light NE breeze. No recent significant rainfall. A beautiful spring day (at last).  ,,,,,,,,,,,,,,,
5/31/2010,Air:73 degrees- water:75. Sunny w/ light SE breeze. A beautiful Memorial Day. One loon on the nest with a unbanded bird nearby on the water. ,,,,,,,,,,,,,,,
6/17/2010,"Air:75 degrees- water 68. PC w/SE wind. Three inches of recent rain had little effect on the lake level but it did ""green up"" the landscape.",,,,,,,,,,,,,,,
6/29/2010,Air;55 degrees. Sunshine w/ strong NW wind. Eight inches of rain over the past few days has raised the level of the lake to the highest point of the year but still well below normal. Loon nest appears to be empty.,,,,,,,,,,,,,,,
7/17/2010,Air and water 78 degrees- Sunshine w/ high clouds and a breeze from the NW. Recent rain has helped raise the lake level but it's still very low.,,,,,,,,,,,,,,,
7/27/2010,Air; 73 degrees. A sunny clear early morning rapidly changing to one with clouds- a gusty S wind and the threat of rain. ,,,,,,,,,,,,,,,
8/9/2010,Air:81 degrees- water at surface: 80. Warm and humid w/ light NW wind . Yet another gully washer two nights ago brings the total of such heavy rain storms this year to three so far compared to none last year.,,,,,,,,,,,,,,,
8/24/2010,Air:66 degrees. Low clouds w/ strong SW wind. much recent rain. Lake level up approx. five inches but still well below normal. what a wet summer!,,,,,,,,,,,,,,,
9/9/2010,Air 58 degrees- water:70. Sunshine w/ a few scattered clouds. Light S wind. Much recent rain and wind but today's a beautiful fall like day.,,,,,,,,,,,,,,,
9/27/2010,Air:59 degrees- water:61. PC w/ SW wind. 3.5 inches three days ago brought the lake up to a point where a number of docks are under water. At least one loon is still on the lake. Air:59 degrees- water:61. PC w/ SW wind. 3.5 inches three days ago brought the lake up to a point where a number of docks are under water. At least one loon is still on the lake. At 6.25 feet- where has the clarity gone  I can't remember the lake ever being this murky.,,,,,,,,,,,,,,,
10/31/2010,Air:41 degrees- water:52. Sunny and cold w/ light SW wind. After a week that saw record setting low barometric pressure and 60+ mph winds- we now have a beautiful late fall day- Also- the lake clarity appears to be improving.,,,,,,,,,,,,,,,
5/7/2011,Air: 62F- water:56F. Cloudless w/ + 10mph  NE wind.A nice spring day after a period of cool- damp weather. ,,,,,,,,,,,,,,,
6/2/2011,Air: 62F. Water: 63F. Hazy sunshine. Strong SE wind. Recent storms and two days of very strong SW winds. A loon pair is back on the lake.,,,,,,,,,,,,,,,
6/14/2011,Air 70F. Water: 70F. Some sun w/ strong SE wind. Little recent rain. A loon has been on the nest as of 06/16. ,,,,,,,,,,,,,,,
6/20/2011,"Air: 57F. Overcast w/ East wind. 1.5"" recent rain w/ more in the forecast. No loon on the nest while I was on the lake.  ",,,,,,,,,,,,,,,
6/27/2011,Air: 71F. Water (at surface): 73F. Bright sunshine w/ gentle SE breeze. A perfect summer day. With much recent rain- the lake level is now rising- but still remains much lower than normal.. ,,,,,,,,,,,,,,,
7/19/2011,Air: 76F- Cloudy and near calm. Hot and humid w/ recent storms. There was much fireworks activity over the Fourth of July weekend a good amount of debris has washed up on some of the shoreline. In particular- the east shore beach is littered with numerous small pieces of burned plastic. This something we have not seen in the past. ,,,,,,,,,,,,,,,
7/30/2011,Air: 71F. Water: 81F. Sunny w/ light SW wind. Two loons continue to forage on the lake.  ,,,,,,,,,,,,,,,
8/30/2011,Air: 67F. Sunshine w/ light SW wind. A beautiful late summer day. no recent significant rain has caused the lake level to drop slightly.,,,,,,,,,,,,,,,
9/11/2011,Air:67F. Water: 72F. Sunny w/ SW breeze. Another great late summer/ early autumn day after a cool and damp Labor Day. ,,,,,,,,,,,,,,,
9/28/2011,Air: 62F. Water: F. High clouds w/ light and variable wind. A few peaks of the sun after a week with no sunshine is welcome. The forecast- however- promises more rain. Despite the gloomy weather- the fall color is finally here. At least two loons are still on the lake.,,,,,,,,,,,,,,,
10/28/2011,Air:44F. Water: 52F. More clouds than sun w/ light (but chilly) breeze. The leaves are down and there are rain/snow clouds on the horizon which means it's time put away the boat and hang up the Secchi disk for another year.,,,,,,,,,,,,,,,
5/15/2012,Air: 64 degrees. Sunshine w/ strong SW wind. A beautiful spring day. A loon pair is back on the lake but a goose is occupying last year's nesting site.,,,,,,,,,,,,,,,
5/26/2012,Air:65 degrees. Hazy sunshine w/ SE breeze. Recent rain storms with winds as high as 45 mph.,,,,,,,,,,,,,,,
6/25/2012,"Air 58 degrees. A bright sunny day w/ light NW wind. Recent storms w/ + 3"" of rain last week. ",,,,,,,,,,,,,,,
7/9/2012,Air: 74 degrees- H2O: 81. P.C w/ brisk NW breeze. A quiet day after a busy noisy weekend. Heavy boat traffic has left some areas of floating vegetation torn from the lake bottom. ,,,,,,,,,,,,,,,
7/23/2012,Air: 76 degrees. Sunshine w/ WSW wind. Continued hot weather w/ little recent rain. ,,,,,,,,,,,,,,,
8/2/2012,Air: 72 degrees- H2O: 79. More sunshine than clouds w/ light wind. Recent storms came with more lightning and thunder than rain.,,,,,,,,,,,,,,,
8/20/2012,Air; 60 degrees. Sunshine w/ brisk W wind. A hint of fall in the air this morning.,,,,,,,,,,,,,,,
9/4/2012,Air: 83 degrees- H2O: 76. Sunshine w/ strong S wind. With no recent rain- Alva's level continues to drop.,,,,,,,,,,,,,,,
9/29/2012,Air; 67 degrees. WNW wind. A beautiful cloudless fall day. no recent rain and the lake level continues to drop.,,,,,,,,,,,,,,,
11/4/2012,Air; 36 degrees- H2O: cold. Sunny w/ light N wind. All fall we have had a lone immature loon on the late (from some other lake since our pair were unsuccessful in their nesting attempt): today we have two! Neither is banded. I wonder where they're from   Seventeen degrees early this morning tells me that it's time to put my boat and Secchi disk away for another year.,,,,,,,,,,,,,,,
5/28/2013,Ai 53F. Overcast with light mist and SE breeze. The late spring continues with not all leaves fully formed. Two unbanded loons on the lake.               ,,,,,,,,,,,,,,,
5/28/2013,"Air 68 degrees- water: 71. Sunshine w/ southeast breeze. A beautiful late spring day. The territorial loon pair on the lake is in the process of of building a nest on the ""island"".",,,,,,,,,,,,,,,
6/10/2013,Air: 70 F- Water: 69F. Sunny and dead calm. Two loons near island but no sign of a nest.,,,,,,,,,,,,,,,
6/24/2013,Air: 74F. Sunny and dead calm. Much recent rain but today is a beautiful early summer day. ,,,,,,,,,,,,,,,
7/11/2013,Air: 74F- water: 76F. Sunny with NW wind. Loon still on nest with many overnight intrusions by other loons.,,,,,,,,,,,,,,,
7/23/2013,Air: 57F. More clouds than sun. Strong wind with whitecaps on the lake. There has been no recent rain and it is very dry. The resident loon pair now has a chick.,,,,,,,,,,,,,,,
8/7/2013,Air: 67F- Water: 76F. Sunshine with strong NW wind. Two inches of rain the past two days. Loon chick was banded this week. Parent were banded a few weeks ago. ,,,,,,,,,,,,,,,
8/20/2013,Air:73F. Sunshine with strong S wind. Summer weather has returned.,,,,,,,,,,,,,,,
9/8/2013,Air: 63F- Water: 76F. Bright sunshine with SW wind. A quiet day after a busy Labor Day weekend. 6+ inches of rain at the end of last week.,,,,,,,,,,,,,,,
9/22/2013,Air: 48F. Sunshine with SE breeze. After a cold foggy morning- a beautiful first day of fall- but where did that lake water clarity go? ,,,,,,,,,,,,,,,
5/7/2014,Air: 50 degrees- water: 42. Cloudy w/ strong east wind. Ice out on 05/06. Two loons on the lake on 05/04 even though the lake was only lake 1/2 ice free.,,,,,,,,,,,,,,,
6/8/2014,"Air: 68 degrees- water; 71. Sunshine w/ light northwest wind. On the ""island""- the geese are off of their nest and the loons on on theirs. ",,,,,,,,,,,,,,,
6/23/2014,Air: 71 degrees. Cloudy w/ some peaks of blue. Light wind from the south. Much recent rain with more to come raises the prospect of the loon nest on what will soon not be an island becoming awash. The waves created by some of the large boats on the lake already have their wakes lapping at the base of the nest.,,,,,,,,,,,,,,,
7/6/2014,"Air: 68 degrees- water: 72. Strong southwest wind. Another 1.5"" of rain overnight brings the total rainfall brings the total for the last five days to 5+ inches. The loons are off the nest with no sign of a chick or an egg.",,,,,,,,,,,,,,,
7/21/2014,Air 73 degrees. Sunny w/ southwest wind. The lake level continues to rise and the island is now partially underwater. ,,,,,,,,,,,,,,,
8/7/2014,Air: 68 degrees- water: 74.4. Sunny w/ southeast breeze. With no chicks to care for- the loon pair continues to host visiting (intruding) loons every day (and night).,,,,,,,,,,,,,,,
8/25/2014,Air: 69 degrees. Sunshine w/ brisk southwest wind. Recent rain and the lake level continues to rise.,,,,,,,,,,,,,,,
9/9/2014,Air: 74 degrees- water: 70.7. Sunshine with south wind. Much recent rain with more predicted and the lake level continues to rise. A number of the docks on the lake are now close to being covered with water.,,,,,,,,,,,,,,,
9/30/2014,Air: 48 degrees. Light variable breeze. A beautiful fall day. Only one loon remains on the lake.,,,,,,,,,,,,,,,
10/24/2014,Air:55 degrees- water: 52.5. Sunshine w/ southwest wind. A beautiful fall day. There now are two flocks of mergansers on the lake taking the place of the loon pair who now are on their way to warmer climes.  ,,,,,,,,,,,,,,,
5/9/2015,Air; 59 degrees- Water:59.4. Sunshine w/ light W wind. Ice-out on 4/14. Three loons on the lake.,,,,,,,,,,,,,,,
5/20/2015,Air:51 degrees.Thin clouds w/ brisk W wind. Lake level is higher than last year with much recent rain. ,,,,,,,,,,,,,,,
6/19/2015,"Air: 70.3 degrees- water: 68.5. Partly cloudy w/ light W wind. Lake level continues to rise with much recent rain. Our loon pair has established a nest on a hummock in the southwest bay which- unlike recent years- now has water. Last year's nesting site on the ""island"" is now under water and the island can be called a rock bar again.",,,,,,,,,,,,,,,
6/23/2015,Air: 68 degrees. Sunny with strong NW wind. A beautiful second day of summer- but yesterday with storms- not so nice.  ,,,,,,,,,,,,,,,
7/7/2015,Air; 66 degrees- water: 72. A sunny cool summer day w/ light W breeze. The loon pair now has two chicks- who somehow- were able to survive the very busy Fourth of July on the lake. ,,,,,,,,,,,,,,,
7/20/2015,Air: 72.7 degrees. Hazy sunshine wit moderate W wind. with much recent rain- the lake level continues to rise. With the rising lake level- there is much decaying plant matter from the plants and trees the grew during the low water years now littering the shoreline.The loon family now numbers three after one chick has been lost. Was it to a predator- boat traffic or what? One day it was there- the next it was gone. ,,,,,,,,,,,,,,,
7/30/2015,Air; 75 degrees- water: 78.2. Partly cloud w/ strong NW wind but not as strong as yesterday's 40+ winds. Both adult loons were banded earlier in the week. Both adults were found to have pieces of fishing line wrapped on one of their legs. These were removed by the loon banding teem. Let's hope the wounds heal and there will be no lasting issues for the loons. ,,,,,,,,,,,,,,,
8/18/2015,Air: 62 degrees. Cloudy w/ NE wind. After a dry period- we had over an inch of rain two nights ago. The loon chick continues to grow,,,,,,,,,,,,,,,
9/1/2015,Air: 69 degrees- water: 72. More sun than clouds/ brisk SW wind. The loon chick continues to grow and now dives along side her parents.,,,,,,,,,,,,,,,
9/21/2015,Air:70 degrees. A cloudless sky w/ strong S wind. A beautiful fall day though there is little fall color as yet.,,,,,,,,,,,,,,,
10/7/2015,Air: 51.8- water: 61.8. Sunshine w/ gentle NW breeze. Some fall color but certainly is late this year. At least two loons remain on the lake. ,,,,,,,,,,,,,,,
10/20/2015,Air: 51.8. Hazy sunshine w/E wind. A more seasonal day after two days of near seventies temperatures. At least one loon (probably the chick- though she's far more grown up now) is still foraging on the lake.  Air: 51.8. Hazy sunshine w/E wind. A more seasonal day after two days of near seventies temperatures. At least one loon (probably the chick- though she's far more grown up now) is still foraging on the lake. Looking at the temperature and dissolved oxygen data- it appears the fall turnover is complete and Alva is ready for winter. See you in spring!,,,,,,,,,,,,,,,
5/9/2016,Air: 51 degrees- H2O: 53. Cloudless day w/ brisk SE wind.,,,,,,,,,,,,,,,
6/14/2016,Air; 59 degrees. Cloudy w/ E. wind. Recent rain with more in the forecast One loon foraging on the lake. ,,,,,,,,,,,,,,,
6/28/2016,Air: 71.8 degrees- H2O: 73.2. After much stormy weather- today is a beautiful early summer day with much sunshine and wind from the NW. With much recent rain- the lake level continues to rise. Our resident loon pair now has a chick and the three were foraging nearby as we took our readings.  ,,,,,,,,,,,,,,,
7/25/2016,Air: 72 degrees. Sunshine with strong WNW wind. Much recent rain- but today is a pleasant summer day. The loon chick continues to grow and it and the parents were recently banded.,,,,,,,,,,,,,,,
8/5/2016,Air:71 degrees- H2O: 77. Scattered clouds w/ brisk WNW wind. a cooler day after hot- humid stormy weather.,,,,,,,,,,,,,,,
8/29/2016,Air: 43.5 degrees. Cloudy with some peeks at the sun. WNW wind. a cool day after a period of warm stormy weather. The loon family continues to forage on the lake.,,,,,,,,,,,,,,,
8/29/2016,Air: 71 degrees. Rain earlier this morning but the sun is out now. More rain is in the forecast so the lake level will climb ever high ward. One of the loon parents and the chick were nearby as we sampled.  ,,,,,,,,,,,,,,,
9/2/2016,Air; 70 degrees- H2O: 71. Sunshine w/strong SW wind. Much recent rain coming two inches at a time has raised the lake level to a point where it is almost a foot higher than it was in May. ,,,,,,,,,,,,,,,
9/29/2016,Air 62 degrees. Sunshine w/ N wind. After a day of rain- we finally have a wonderful early fall day however- fall colors have yet to arrive. Alva's young loon has had another immature loon as a guest the past two weeks. Additionally- as a sign the migration time is near- our resident adults have been joined by a third loon.  ,,,,,,,,,,,,,,,
10/19/2016,Air: 49 degrees- H2O: 57. Sunny w/SW wind. The lake level is up again after another storm that dumped 2+ inches of rain on the area. Two immature loons remain on the lake but- there was no sign of any adult today. With our dock awash- it's time to take in the boat and end our sampling for another year. ,,,,,,,,,,,,,,,
6/1/2017,Air: 67 Degrees- Water: 67.2. Sunshine w/brisk NW wind. Finally a pleasant day after much recent rain. Alva's level is as high as we've seen it on our 50+ years on the lake. Much undercutting of higher unprotected shorelines from wind and boat created waves. Though or loon pair has returned- there is no sign of a nest as yet.,,,,,,,,,,,,,,,
6/16/2017,Air 74: Degrees. Water temp. not taken. Sunshine w/ strong SW wind. Again- much recent rain and the lake level continues to rise. We have had a number of serious loon intrusions over the past few weeks.,,,,,,,,,,,,,,,
6/27/2017,Air: 62.2 Degrees. Sun and Clouds w/ variable SW breeze. More rain with cooler temperatures dominates the recent weather pattern and the lake level continues to rise. Again- a number of loon intrusions- especially at night. ,,,,,,,,,,,,,,,
7/16/2017,Air: 70.2 Degrees. Water: 70.4. Sunshine W/ light NW wind. A beautiful summer day. Finally- two sunny days in a row made for a fine weekend. As for Alva's loon pair- there have been two attempts at nesting- but no chicks have resulted.  Additionally- as the result an extended fight between two birds that we watched- it appears as our banded female has been replaced by a new female that is not banded.   ,,,,,,,,,,,,,,,
7/25/2017,Air : 67.5 Degrees. Partly cloudy w/ brisk SW wind. After a number of days with sunny weather- rain is again in the forecast! We've observed Alva's male loon foraging with the new female so it appears that he has accepted her as his new mate. ,,,,,,,,,,,,,,,
8/12/2017,Air: 70.5 Degrees. Water: 71.3. Sunshine w/ light NW breeze. Severe undercutting of Alva's high shorelines has resulted in cloudiness in the water along those shores.   ,,,,,,,,,,,,,,,
8/29/2017,Air: 62.6 Degrees. Dead calm w/sunshine. A beautiful quiet morning. ,,,,,,,,,,,,,,,
